timestamp_utc,run_id,pg_version,query,phase,batch_index,copy_index,batchnum,runs,server_planning_ms,server_execution_ms,plan_nodes,scan_nodes,rows_out,rows_processed,rows_estimated,bytes_processed,rows_removed_filter,workers_launched,relations,shared_hit_blks,shared_read_blks,shared_dirtied_blks,shared_written_blks,temp_read_blks,temp_written_blks,failed
2026-08-12T09:01:03Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,warmup,1,1,1,3,0.582,1801.414,5,1,4,5916631,6,147924215,28208,2,lineitem,14,112600,0,0,0,0,0
2026-08-12T09:01:05Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,warmup,2,1,1,3,0.445,1789.169,5,1,4,5916631,6,147924215,28208,2,lineitem,296,112318,0,0,0,0,0
2026-08-12T09:01:14Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,1,5,3,1.010,1816.165,5,1,4,5916631,6,147924215,28208,2,lineitem,578,112036,0,0,0,0,0
2026-08-12T09:01:14Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,2,5,3,0.107,1773.925,5,1,4,5916631,6,147924215,28208,2,lineitem,860,111754,0,0,0,0,0
2026-08-12T09:01:14Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,3,5,3,0.119,1742.249,5,1,4,5916631,6,147924215,28208,2,lineitem,1142,111472,0,0,0,0,0
2026-08-12T09:01:14Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,4,5,3,0.106,1784.318,5,1,4,5916631,6,147924215,28208,2,lineitem,1424,111190,0,0,0,0,0
2026-08-12T09:01:14Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,5,5,3,0.105,1789.119,5,1,4,5916631,6,147924215,28208,2,lineitem,1706,110908,0,0,0,0,0
2026-08-12T09:01:23Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,1,5,3,0.445,1810.454,5,1,4,5916631,6,147924215,28208,2,lineitem,1988,110626,0,0,0,0,0
2026-08-12T09:01:23Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,2,5,3,0.117,1772.032,5,1,4,5916631,6,147924215,28208,2,lineitem,2270,110344,0,0,0,0,0
2026-08-12T09:01:23Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,3,5,3,0.106,1822.059,5,1,4,5916631,6,147924215,28208,2,lineitem,2552,110062,0,0,0,0,0
2026-08-12T09:01:23Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,4,5,3,0.108,1809.733,5,1,4,5916631,6,147924215,28208,2,lineitem,2834,109780,0,0,0,0,0
2026-08-12T09:01:23Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,5,5,3,0.108,1816.642,5,1,4,5916631,6,147924215,28208,2,lineitem,3116,109498,0,0,0,0,0
2026-08-12T09:01:33Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,1,5,3,0.444,1857.138,5,1,4,5916631,6,147924215,28208,2,lineitem,3398,109216,0,0,0,0,0
2026-08-12T09:01:33Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,2,5,3,0.108,1977.415,5,1,4,5916631,6,147924215,28208,2,lineitem,3680,108934,0,0,0,0,0
2026-08-12T09:01:33Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,3,5,3,0.116,1999.724,5,1,4,5916631,6,147924215,28208,2,lineitem,3962,108652,0,0,0,0,0
2026-08-12T09:01:33Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,4,5,3,0.139,1967.018,5,1,4,5916631,6,147924215,28208,2,lineitem,4244,108370,0,0,0,0,0
2026-08-12T09:01:33Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,5,5,3,0.116,1969.986,5,1,4,5916631,6,147924215,28208,2,lineitem,4526,108088,0,0,0,0,0
2026-08-12T09:01:35Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,warmup,1,1,1,3,0.895,2014.966,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,4808,107806,0,0,0,0,0
2026-08-12T09:01:37Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,warmup,2,1,1,3,0.483,1995.920,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,5090,107524,0,0,0,0,0
2026-08-12T09:01:47Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,1,5,3,0.480,2010.705,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,5372,107242,0,0,0,0,0
2026-08-12T09:01:47Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,2,5,3,0.161,1983.366,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,5654,106960,0,0,0,0,0
2026-08-12T09:01:47Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,3,5,3,0.156,1989.349,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,5936,106678,0,0,0,0,0
2026-08-12T09:01:47Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,4,5,3,0.143,1973.874,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,6218,106396,0,0,0,0,0
2026-08-12T09:01:47Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,5,5,3,0.136,1993.720,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,6500,106114,0,0,0,0,0
2026-08-12T09:01:57Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,1,5,3,0.512,2039.688,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,6782,105832,0,0,0,0,0
2026-08-12T09:01:57Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,2,5,3,0.156,2002.852,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,7064,105550,0,0,0,0,0
2026-08-12T09:01:57Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,3,5,3,0.145,1965.309,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,7346,105268,0,0,0,0,0
2026-08-12T09:01:57Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,4,5,3,0.151,1998.442,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,7628,104986,0,0,0,0,0
2026-08-12T09:01:57Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,5,5,3,0.135,1989.245,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,7910,104704,0,0,0,0,0
2026-08-12T09:02:07Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,1,5,3,0.468,2023.066,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,8192,104422,0,0,0,0,0
2026-08-12T09:02:07Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,2,5,3,0.139,2009.981,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,8474,104140,0,0,0,0,0
2026-08-12T09:02:07Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,3,5,3,0.133,1990.731,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,8756,103858,0,0,0,0,0
2026-08-12T09:02:07Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,4,5,3,0.135,2057.208,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,9038,103576,0,0,0,0,0
2026-08-12T09:02:07Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,5,5,3,0.150,2001.741,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,9320,103294,0,0,0,0,0
2026-08-12T09:04:16Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q02/base.sql,warmup,1,1,1,3,1.477,128260.270,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,382630,21103375,0,0,3359,3359,0
2026-08-12T09:06:19Z,DE629114A2E247CB,18.4,queries/tpch/tpch-queries/q02/base.sql,warmup,2,1,1,3,0.945,123268.631,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,610053,20875952,0,0,3359,3359,0
