timestamp_utc,run_id,pg_version,database,schema,relname,relkind,reltuples,relpages,heap_bytes,index_bytes,total_bytes
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,customer,r,300000,7169,58728448,2113536,60882944
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,idx_customer_nation,i,300000,258,2113536,0,2113536
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,idx_lineitem_order,i,11997338,19008,155713536,0,155713536
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,idx_orders_cust,i,2999825,3081,25239552,0,25239552
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,lineitem,r,11998031,224920,1842544640,155713536,1998790656
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,nation,r,25,1,8192,0,8192
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,orders,r,3000075,52187,427515904,25239552,452894720
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,part,r,400000,8193,67117056,0,67166208
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,partsupp,r,1600215,34886,285786112,0,285892608
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,region,r,5,1,8192,0,8192
2026-07-27T09:51:40Z,118BED91EDA9DB4D,14.23,tpch2,public,supplier,r,20000,443,3629056,0,3661824
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,customer,r,300000,7248,59375616,2113536,61530112
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,idx_customer_nation,i,300000,258,2113536,0,2113536
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,idx_lineitem_order,i,11997744,19008,155713536,0,155713536
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,idx_orders_cust,i,3000016,3081,25239552,0,25239552
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,lineitem,r,11998030,225048,1843593216,155713536,1999839232
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,nation,r,25,1,8192,0,8192
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,orders,r,3000037,52248,428015616,25239552,453394432
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,part,r,400000,8224,67371008,0,67420160
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,partsupp,r,1599928,35024,286916608,0,287023104
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,region,r,5,1,8192,0,8192
2026-07-27T09:58:10Z,CE604B80F1DA2F88,16.14,tpch2,public,supplier,r,20000,472,3866624,0,3899392
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,customer,r,300000,7248,59375616,2113536,61530112
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,idx_customer_nation,i,300000,258,2113536,0,2113536
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,idx_lineitem_order,i,11998344,19008,155713536,0,155713536
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,idx_orders_cust,i,2999882,3081,25239552,0,25239552
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,lineitem,r,11997996,225048,1843593216,155713536,1999839232
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,nation,r,25,1,8192,0,8192
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,orders,r,2999882,52248,428015616,25239552,453394432
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,part,r,400000,8224,67371008,0,67420160
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,partsupp,r,1600045,35024,286916608,0,287023104
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,region,r,5,1,8192,0,8192
2026-07-27T10:05:07Z,4F33D5519540FCEC,18.4,tpch2,public,supplier,r,20000,472,3866624,0,3899392
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,customer,r,300000,7169,58728448,2113536,60882944
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,idx_customer_nation,i,300000,258,2113536,0,2113536
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,idx_lineitem_order,i,11997338,19008,155713536,0,155713536
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,idx_orders_cust,i,2999825,3081,25239552,0,25239552
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,lineitem,r,11998031,224920,1842544640,155713536,1998790656
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,nation,r,25,1,8192,0,8192
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,orders,r,3000075,52187,427515904,25239552,452894720
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,part,r,400000,8193,67117056,0,67166208
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,partsupp,r,1600215,34886,285786112,0,285892608
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,region,r,5,1,8192,0,8192
2026-07-27T11:33:24Z,F346E7F692C196A7,14.23,tpch2,public,supplier,r,20000,443,3629056,0,3661824
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,customer,r,300000,7248,59375616,2113536,61530112
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,idx_customer_nation,i,300000,258,2113536,0,2113536
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,idx_lineitem_order,i,11997744,19008,155713536,0,155713536
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,idx_orders_cust,i,3000016,3081,25239552,0,25239552
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,lineitem,r,11998030,225048,1843593216,155713536,1999839232
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,nation,r,25,1,8192,0,8192
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,orders,r,3000037,52248,428015616,25239552,453394432
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,part,r,400000,8224,67371008,0,67420160
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,partsupp,r,1599928,35024,286916608,0,287023104
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,region,r,5,1,8192,0,8192
2026-07-27T23:51:31Z,D989360CB80E6EEE,16.14,tpch2,public,supplier,r,20000,472,3866624,0,3899392
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,customer,r,300000,7248,59375616,2113536,61530112
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,idx_customer_nation,i,300000,258,2113536,0,2113536
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,idx_lineitem_order,i,11998344,19008,155713536,0,155713536
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,idx_orders_cust,i,2999882,3081,25239552,0,25239552
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,lineitem,r,11997996,225048,1843593216,155713536,1999839232
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,nation,r,25,1,8192,0,8192
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,orders,r,2999882,52248,428015616,25239552,453394432
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,part,r,400000,8224,67371008,0,67420160
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,partsupp,r,1600045,35024,286916608,0,287023104
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,region,r,5,1,8192,0,8192
2026-07-28T11:21:10Z,9E5E00D37DA86516,18.4,tpch2,public,supplier,r,20000,472,3866624,0,3899392
