timestamp_utc,run_id,pg_version,database,schema,relname,relkind,reltuples,relpages,heap_bytes,index_bytes,total_bytes
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,customer,r,150000,3585,29368320,1064960,30466048
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,idx_customer_nation,i,150000,130,1064960,0,1064960
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,idx_lineitem_order,i,6001480,9508,77889536,0,77889536
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,idx_orders_cust,i,1500000,1542,12632064,0,12632064
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,lineitem,r,6001215,112503,921624576,77889536,999792640
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,nation,r,25,1,8192,0,8192
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,orders,r,1500101,26095,213770240,12632064,226484224
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,part,r,200000,4097,33562624,0,33603584
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,partsupp,r,800000,17451,142958592,0,143024128
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,region,r,5,1,8192,0,8192
2026-07-24T17:48:12Z,37382BB3FA5F36AF,14.23,tpch,public,supplier,r,10000,222,1818624,0,1851392
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,customer,r,150000,3600,29491200,1064960,30588928
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,idx_customer_nation,i,150000,130,1064960,0,1064960
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,idx_lineitem_order,i,6001325,9508,77889536,0,77889536
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,idx_orders_cust,i,1500000,1542,12632064,0,12632064
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,lineitem,r,6001325,112561,922099712,77889536,1000267776
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,lineitem2_unindexed,r,6001029,112576,922222592,0,922501120
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,nation,r,-1,0,8192,0,8192
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,orders,r,1500000,26136,214106112,12632064,226820096
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,part,r,200000,4128,33816576,0,33857536
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,partsupp,r,800000,17560,143851520,0,143917056
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,region,r,-1,0,8192,0,8192
2026-07-25T09:52:41Z,B59D54CE9E4D1565,16.14,tpch,public,supplier,r,10000,223,1826816,0,1859584
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,customer,r,150000,3600,29491200,1064960,30588928
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,idx_customer_nation,i,150000,130,1064960,0,1064960
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,idx_lineitem_order,i,6002481,9508,77889536,0,77889536
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,idx_orders_cust,i,1500000,1542,12632064,0,12632064
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,lineitem,r,6001215,112600,922419200,77889536,1000587264
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,nation,r,25,1,8192,0,8192
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,orders,r,1499696,26136,214106112,12632064,226820096
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,part,r,200000,4128,33816576,0,33857536
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,partsupp,r,800000,17560,143851520,0,143917056
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,region,r,5,1,8192,0,8192
2026-07-26T01:03:21Z,308DA393E7BC48B4,18.4,tpch,public,supplier,r,10000,223,1826816,0,1859584
