?column?
(22,1.01)
(36,1.02)
(40,1)
(27,1.04)
(23,1.04)
(25,1.07)
(5,1.08)
(24,1.03)
(21,1)
(21,1.06)
(23,1.03)
(6,1.03)
(42,1.02)
(27,1)
(30,1.06)
(27,1.08)
(27,1.01)
(6,1.02)
(38,1.07)
(29,1)
(12,1.05)
(11,1.04)
(42,1.01)
(42,1.04)
(31,1.06)
(49,1.04)
(32,1.07)
(34,1.04)
(22,1.07)
(35,1)
(16,1.04)
(24,1)
(16,1)
(25,1.06)
(20,1.03)
(22,1.06)
(16,1.07)
(22,1.01)
(9,1.04)
(17,1.05)
(43,1.08)
(25,1.05)
(31,1)
(17,1.04)
(48,1.01)
(29,1.02)
(48,1.01)
(10,1.05)
(5,1.05)
(26,1.06)
(34,1.05)
(51,1.03)
(7,1.07)
(42,1.06)
(46,1.08)
(23,1.08)
(7,1.02)
(44,1.03)
(49,1.08)
(34,1.08)
(2,1.01)
(16,1)
(22,1.04)
(25,1.07)
(6,1.01)
(2,1.04)
(19,1.08)
(38,1.07)
(48,1.04)
(26,1.06)
(46,1.02)
(18,1.04)
(34,1.05)
(21,1.03)
(32,1.01)
(12,1)
(36,1.07)
(45,1.01)
(27,1.06)
(27,1.01)
(23,1.04)
(51,1.05)
(16,1)
(4,1.03)
(8,1.08)
(18,1.04)
(39,1.08)
(22,1.06)
(17,1.03)
(36,1.07)
(21,1.03)
(37,1.05)
(41,1.02)
(13,1.01)
(4,1.06)
(19,1.08)
(15,1.04)
(31,1.04)
(31,1.02)
(11,1.02)
(49,1.02)
(15,1.07)
(15,1.03)
(42,1.07)
(39,1.03)
(51,1.01)
(11,1.07)
(44,1.04)
(50,1.01)
(4,1.07)
(47,1.08)
(11,1.03)
(3,1)
(48,1.04)
(38,1.05)
(5,1)
(41,1.04)
(34,1.07)
(33,1.05)
(12,1.04)
(47,1.02)
(12,1.03)
(27,1.07)
(44,1)
(11,1.08)
(50,1)
(31,1.02)
(48,1.08)
(8,1)
(18,1.07)
(48,1.04)
(50,1.07)
(38,1)
(30,1.03)
(46,1.03)
(42,1.04)
(21,1.06)
(38,1.04)
(17,1.06)
(12,1.01)
(15,1.07)
(40,1.07)
(28,1.05)
(29,1.02)
(11,1.05)
(3,1.03)
(8,1.04)
(7,1.06)
(29,1.06)
(17,1.05)
(9,1.07)
(32,1.08)
(44,1.06)
(12,1.05)
(16,1)
(16,1)
(25,1.02)
(26,1.04)
(3,1.01)
(28,1.07)
(14,1)
(13,1.03)
(7,1.07)
(40,1.05)
(47,1.05)
(31,1.03)
(8,1.08)
(32,1.03)
(35,1.02)
(4,1.04)
(9,1.07)
(31,1.07)
(9,1.03)
(29,1.06)
(42,1)
(4,1.06)
(49,1.03)
(26,1.04)
(25,1.04)
(31,1.06)
(20,1.05)
(44,1.05)
(47,1.06)
(21,1.04)
(37,1.08)
(37,1.03)
(44,1.01)
(29,1.05)
(13,1.03)
(50,1.08)
(24,1.08)
(42,1.08)
(19,1.02)
(14,1.01)
(48,1.01)
(44,1.02)
(47,1.03)
(25,1)
(21,1.01)
(24,1.04)
(20,1.03)
(17,1.05)
(31,1.02)
(51,1.06)
(7,1.05)
(38,1.08)
(20,1.04)
(31,1)
(17,1.05)
(37,1.07)
(16,1)
(24,1.03)
(7,1.05)
(45,1.07)
(35,1.08)
(13,1.02)
(28,1.01)
(51,1.02)
(39,1.08)
(9,1.06)
(26,1)
(35,1)
(23,1.05)
(7,1.07)
(24,1.02)
(12,1.06)
