timestamp_utc,run_id,pg_version,query,phase,batch_index,copy_index,batchnum,runs,server_planning_ms,server_execution_ms,plan_nodes,scan_nodes,rows_out,rows_processed,rows_estimated,bytes_processed,rows_removed_filter,workers_launched,relations,shared_hit_blks,shared_read_blks,shared_dirtied_blks,shared_written_blks,temp_read_blks,temp_written_blks,failed
2026-08-12T12:09:34Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,warmup,1,1,1,3,0.690,1925.156,5,1,4,5916631,6,147924215,28208,2,lineitem,14,112600,0,0,0,0,0
2026-08-12T12:09:35Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,warmup,2,1,1,3,0.579,1833.075,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:45Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,1,5,3,0.570,1861.779,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:45Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,2,5,3,0.146,1867.058,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:45Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,3,5,3,0.109,1879.238,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:45Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,4,5,3,0.108,1899.452,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:45Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,1,5,5,3,0.109,1909.862,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:55Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,1,5,3,0.665,1937.736,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:55Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,2,5,3,0.123,1926.297,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:55Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,3,5,3,0.131,2017.013,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:55Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,4,5,3,0.117,2015.657,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:09:55Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,2,5,5,3,0.132,2018.336,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:05Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,1,5,3,0.569,2020.237,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:05Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,2,5,3,0.115,2015.930,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:05Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,3,5,3,0.134,2019.552,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:05Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,4,5,3,0.116,2016.971,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:05Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/base.sql,measured,3,5,5,3,0.115,2017.024,5,1,4,5916631,6,147924215,28208,2,lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:07Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,warmup,1,1,1,3,0.637,2017.708,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:09Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,warmup,2,1,1,3,0.882,2014.488,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:20Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,1,5,3,0.663,2021.166,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:20Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,2,5,3,0.139,2017.682,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:20Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,3,5,3,0.157,2025.350,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:20Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,4,5,3,0.137,2020.386,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:20Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,1,5,5,3,0.135,2020.834,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:30Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,1,5,3,0.862,2015.558,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:30Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,2,5,3,0.150,2017.763,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:30Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,3,5,3,0.161,2028.042,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:30Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,4,5,3,0.150,2019.267,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:30Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,2,5,5,3,0.154,2023.295,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:40Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,1,5,3,0.726,2016.958,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:40Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,2,5,3,0.140,2019.704,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:40Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,3,5,3,0.156,2023.960,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:40Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,4,5,3,0.156,2021.617,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:10:40Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q01/v1_materialized.sql,measured,3,5,5,3,0.154,2017.329,6,2,4,5916635,6,147925207,28208,2,_m;lineitem,112614,0,0,0,0,0,0
2026-08-12T12:11:33Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,warmup,1,1,1,3,1.626,53313.352,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21464092,21913,0,0,3359,3359,0
2026-08-12T12:12:26Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,warmup,2,1,1,3,1.001,52376.742,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21486005,0,0,0,3359,3359,0
2026-08-12T12:16:47Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,1,1,5,3,1.003,52239.335,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21486005,0,0,0,3359,3359,0
2026-08-12T12:16:47Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,1,2,5,3,0.377,52200.180,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:16:47Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,1,3,5,3,0.374,52345.253,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:16:47Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,1,4,5,3,0.368,52156.451,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:16:47Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,1,5,5,3,0.373,52327.129,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:21:09Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,2,1,5,3,1.011,52364.315,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21486005,0,0,0,3359,3359,0
2026-08-12T12:21:09Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,2,2,5,3,0.361,52369.997,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:21:09Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,2,3,5,3,0.364,52202.090,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:21:09Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,2,4,5,3,0.373,52224.331,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:21:09Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,2,5,5,3,0.363,52193.278,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21485996,0,0,0,3359,3359,0
2026-08-12T12:25:29Z,E36CAF18121C3BDA,18.4,queries/tpch/tpch-queries/q02/base.sql,measured,3,1,5,3,1.018,52144.317,26,9,100,25202162,1,270312202,999257,0,part;partsupp;supplier;nation;region,21486005,0,0,0,3359,3359,0
