timestamp_utc,run_id,pg_version,database,schema,relname,relkind,reltuples,relpages,heap_bytes,index_bytes,total_bytes
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,customer,r,750000,17915,146759680,5234688,152059904
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,idx_customer_nation,i,750000,639,5234688,0,5234688
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,idx_lineitem_order,i,29999330,47519,389275648,0,389275648
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,idx_orders_cust,i,7499741,7696,63045632,0,63045632
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,lineitem,r,29999796,562395,4607139840,389275648,4997718016
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,nation,r,25,1,8192,0,8192
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,orders,r,7499741,130460,1068728320,63045632,1132093440
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,part,r,1000000,20482,167788544,0,167862272
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,partsupp,r,4000215,87201,714350592,0,714571776
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,region,r,5,1,8192,0,8192
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,tpch5,public,supplier,r,50000,1109,9084928,0,9117696
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,customer,r,750000,18000,147456000,5234688,152756224
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,idx_customer_nation,i,750000,639,5234688,0,5234688
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,idx_lineitem_order,i,29997858,47519,389275648,0,389275648
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,idx_orders_cust,i,7499217,7696,63045632,0,63045632
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,lineitem,r,29999796,562712,4609736704,389275648,5000314880
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,nation,r,25,1,8192,0,8192
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,orders,r,7499217,130648,1070268416,63045632,1133633536
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,part,r,1000000,20512,168034304,0,168108032
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,partsupp,r,3999499,87568,717357056,0,717578240
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,region,r,5,1,8192,0,8192
2026-07-27T10:27:59Z,EEF91594C692BF0D,16.14,tpch5,public,supplier,r,50000,1112,9109504,0,9142272
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,customer,r,750000,18000,147456000,5234688,152756224
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,idx_customer_nation,i,750000,639,5234688,0,5234688
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,idx_lineitem_order,i,29999340,47519,389275648,0,389275648
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,idx_orders_cust,i,7500802,7696,63045632,0,63045632
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,lineitem,r,29999796,562712,4609736704,389275648,5000314880
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,nation,r,25,1,8192,0,8192
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,orders,r,7500802,130648,1070268416,63045632,1133633536
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,part,r,1000000,20512,168034304,0,168108032
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,partsupp,r,4000188,87568,717357056,0,717578240
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,region,r,5,1,8192,0,8192
2026-07-27T10:45:55Z,5B6F33E25ED98E0F,18.4,tpch5,public,supplier,r,50000,1112,9109504,0,9142272
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,customer,r,750000,18000,147456000,5234688,152756224
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,idx_customer_nation,i,750000,639,5234688,0,5234688
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,idx_lineitem_order,i,29997858,47519,389275648,0,389275648
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,idx_orders_cust,i,7499217,7696,63045632,0,63045632
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,lineitem,r,29999796,562712,4609736704,389275648,5000314880
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,nation,r,25,1,8192,0,8192
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,orders,r,7499217,130648,1070268416,63045632,1133633536
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,part,r,1000000,20512,168034304,0,168108032
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,partsupp,r,3999499,87568,717357056,0,717578240
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,region,r,5,1,8192,0,8192
2026-07-31T15:46:41Z,F4FF7C54590B04C5,16.14,tpch5,public,supplier,r,50000,1112,9109504,0,9142272
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,customer,r,750000,18000,147456000,5234688,152756224
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,idx_customer_nation,i,750000,639,5234688,0,5234688
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,idx_lineitem_order,i,29999340,47519,389275648,0,389275648
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,idx_orders_cust,i,7500802,7696,63045632,0,63045632
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,lineitem,r,29999796,562712,4609736704,389275648,5000314880
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,nation,r,25,1,8192,0,8192
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,orders,r,7500802,130648,1070268416,63045632,1133633536
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,part,r,1000000,20512,168034304,0,168108032
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,partsupp,r,4000188,87568,717357056,0,717578240
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,region,r,5,1,8192,0,8192
2026-08-01T19:29:11Z,630244E4AC8EBCDB,18.4,tpch5,public,supplier,r,50000,1112,9109504,0,9142272
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,customer,r,750000,17915,146759680,5234688,152059904
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,idx_customer_nation,i,750000,639,5234688,0,5234688
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,idx_lineitem_order,i,29999330,47519,389275648,0,389275648
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,idx_orders_cust,i,7499741,7696,63045632,0,63045632
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,lineitem,r,29999796,562395,4607139840,389275648,4997718016
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,nation,r,25,1,8192,0,8192
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,orders,r,7499741,130460,1068728320,63045632,1132093440
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,part,r,1000000,20482,167788544,0,167862272
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,partsupp,r,4000215,87201,714350592,0,714571776
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,region,r,5,1,8192,0,8192
2026-08-03T10:38:56Z,FFEB5C0837620D07,14.23,tpch5,public,supplier,r,50000,1109,9084928,0,9117696
