queries/tpch/SQLStorm/1025.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/1449.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/1637.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/1741.sql	function string_agg(character) does not exist
queries/tpch/SQLStorm/1807.sql	column "o.o_orderstatus" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/1910.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/1914.sql	function string_agg(character varying) does not exist
queries/tpch/SQLStorm/20001.sql	function string_agg(character) does not exist
queries/tpch/SQLStorm/20024.sql	column "p.p_retailprice" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/20096.sql	recursive query "supplierhierarchy" column 5 has type character varying(255) in non-recursive term but type character varying overall
queries/tpch/SQLStorm/20222.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/20261.sql	column "s.s_acctbal" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/20262.sql	column "s.s_acctbal" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/20297.sql	recursive query "supplier_tree" column 3 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/20358.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/20472.sql	column "s.s_nationkey" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/20515.sql	recursive query "supplierhierarchy" column 4 has type text in non-recursive term but type integer overall
queries/tpch/SQLStorm/20541.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/20545.sql	column "s.s_acctbal" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/20581.sql	recursive query "supplierhierarchy" column 3 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/20634.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/20689.sql	recursive query "orderdetail" column 3 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/20743.sql	function string_agg(text) does not exist
queries/tpch/SQLStorm/20775.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/20851.sql	column "c.c_mktsegment" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/20886.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/20907.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/20932.sql	function string_agg(text) does not exist
queries/tpch/SQLStorm/20960.sql	recursive reference to query "priceanalysis" must not appear within a subquery
queries/tpch/SQLStorm/20963.sql	column "o.o_totalprice" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/2100.sql	function string_agg(character) does not exist
queries/tpch/SQLStorm/21050.sql	column "o.o_orderdate" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/21068.sql	recursive query "part_price_data" column 2 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/21173.sql	column "o.o_totalprice" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/21182.sql	column "o.o_orderstatus" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/21235.sql	function string_agg(text) does not exist
queries/tpch/SQLStorm/21256.sql	column "o.o_orderdate" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/21313.sql	column "o.o_totalprice" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/21372.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/21551.sql	function string_agg(character varying) does not exist
queries/tpch/SQLStorm/21556.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/2169.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/21702.sql	column "avg_high_value" does not exist
queries/tpch/SQLStorm/21714.sql	column "s.s_nationkey" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/21737.sql	recursive query "supplierhierarchy" column 5 has type character varying(55) in non-recursive term but type character varying overall
queries/tpch/SQLStorm/21769.sql	more than one row returned by a subquery used as an expression
queries/tpch/SQLStorm/21782.sql	column "profitability" does not exist
queries/tpch/SQLStorm/21873.sql	recursive query "supplier_hierarchy" column 4 has type text in non-recursive term but type integer overall
queries/tpch/SQLStorm/21988.sql	recursive query "suppliercte" column 4 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/22043.sql	column "c.c_nationkey" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22064.sql	column "p.p_size" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22084.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/22087.sql	recursive query "supply_chain" column 3 has type integer in non-recursive term but type numeric overall
queries/tpch/SQLStorm/22124.sql	column "s.s_acctbal" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22135.sql	recursive query "suppliercte" column 3 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/22149.sql	recursive query "supplier_hierarchy" column 3 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/22175.sql	recursive query "supplier_hierarchy" column 4 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/22203.sql	column "s.s_nationkey" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22208.sql	column "o.o_orderstatus" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22325.sql	column "o.o_orderdate" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22382.sql	aggregate functions are not allowed in a recursive query's recursive term
queries/tpch/SQLStorm/22395.sql	column "p.p_size" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22439.sql	function string_agg(text) does not exist
queries/tpch/SQLStorm/22473.sql	recursive query "supplierhierarchy" column 4 has type character varying(255) in non-recursive term but type character varying overall
queries/tpch/SQLStorm/22500.sql	column "n.n_name" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22546.sql	column "o.o_orderdate" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22574.sql	FULL JOIN is only supported with merge-joinable or hash-joinable join conditions
queries/tpch/SQLStorm/22620.sql	function string_agg(character varying) does not exist
queries/tpch/SQLStorm/22659.sql	recursive query "supplierbalance" column 3 has type numeric(15,2) in non-recursive term but type numeric overall
queries/tpch/SQLStorm/22704.sql	column "ps.ps_availqty" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22718.sql	recursive query "supplierhierarchy" column 5 has type character varying(255) in non-recursive term but type character varying overall
queries/tpch/SQLStorm/22731.sql	column "ps.ps_availqty" must appear in the GROUP BY clause or be used in an aggregate function
queries/tpch/SQLStorm/22739.sql	recursive query "supplierhierarchy" column 5 has type character varying(100) in non-recursive term but type character varying overall
queries/tpch/SQLStorm/22964.sql	column "o.o_orderdate" must appear in the GROUP BY clause or be used in an aggregate function
